Date,Value,neighborhood
2019-08-31,494000.0,Roslindale
2019-08-31,624900.0,East Boston
2019-08-31,1395000.0,Chinatown
2019-08-31,649950.0,Jamaica Plain
2019-08-31,992000.0,North End
2019-08-31,599000.0,North Dorchester
2019-08-31,725000.0,Charlestown
2019-08-31,565000.0,Roxbury
2019-09-30,675000.0,Jamaica Plain
2019-09-30,1050000.0,South End
2019-09-30,485000.0,South Dorchester
2019-09-30,649000.0,North Dorchester
2019-09-30,996000.0,North End
2019-09-30,934000.0,South Boston
2019-09-30,599900.0,West Roxbury
2019-09-30,497000.0,Roslindale
2019-09-30,1349000.0,Chinatown
2019-09-30,1595000.0,Back Bay
2019-09-30,529000.0,Roxbury
2019-09-30,744450.0,Charlestown
2019-09-30,549000.0,Brighton
2019-09-30,439900.0,Hyde Park
2019-09-30,599900.0,East Boston
