Date,value,neighborhood,category
2016-11-30,878.69822485207,North End,Condo/Co-op
2016-11-30,174.1523571496,South Dorchester,Duplex/Triplex
2016-11-30,315.87780640412,Roxbury,Condo/Co-op
2016-11-30,1159.4594594595,Back Bay,Condo/Co-op
2016-11-30,874.23922231614,North End,Condo/Co-op
2016-11-30,177.68469154608,South Dorchester,Five Or More Bedrooms
2016-11-30,664.14338305883,Charlestown,Condo/Co-op
2016-11-30,365.14793417367,West Roxbury,Single-Family Residence
2016-11-30,639.28345293373,South Boston,Two Bedrooms
2016-11-30,1241.9503219871,Chinatown,Condo/Co-op
2016-11-30,446.32119797071,North Dorchester,Condo/Co-op
2016-11-30,482.4910853577,East Boston,Condo/Co-op
2016-11-30,467.08860759494,East Boston,Two Bedrooms
2016-11-30,490.60693641619,Brighton,Condo/Co-op
2016-12-31,305.5,Roxbury,Condo/Co-op
2016-12-31,1186.4406779661,Chinatown,Condo/Co-op
2016-12-31,173.53129989197,South Dorchester,Duplex/Triplex
2016-12-31,1261.9629944704,Back Bay,Two Bedrooms
2016-12-31,621.54150197628,South Boston,Two Bedrooms
2016-12-31,308.79719764012,Roxbury,Condo/Co-op
2016-12-31,926.80412371134,South End,Two Bedrooms
2016-12-31,482.52442002442,East Boston,Condo/Co-op
2016-12-31,1010.7535908119,South End,Condo/Co-op
2016-12-31,1309.7949886105,Back Bay,Condo/Co-op
2016-12-31,740.49429657795,South Boston,One Bedroom
2016-12-31,990.02704530088,South End,Condo/Co-op
2016-12-31,390.625,Jamaica Plain,Three Bedrooms
2016-12-31,1341.03810185,Back Bay,Condo/Co-op
2016-12-31,482.52442002442,East Boston,Two Bedrooms
2016-12-31,625.9810710988,South Boston,Condo/Co-op
2016-12-31,455.10688485921,North Dorchester,Condo/Co-op
2016-12-31,740.49429657795,South Boston,One Bedroom
2016-12-31,630.81009296149,South Boston,Condo/Co-op
2016-12-31,655.40734951956,Charlestown,Condo/Co-op
2016-12-31,435.51587301587,Jamaica Plain,Condo/Co-op
2016-12-31,655.40734951956,Charlestown,Condo/Co-op
2016-12-31,365.98214285714,West Roxbury,Single-Family Residence
2016-12-31,496.60759397497,Brighton,Condo/Co-op
2016-12-31,621.54150197628,South Boston,Two Bedrooms
2016-12-31,499.89009661836,East Boston,Two Bedrooms
2016-12-31,170.48608104714,South Dorchester,Five Or More Bedrooms
2016-12-31,576.06263982103,South Boston,Three Bedrooms
2016-12-31,907.29719718484,North End,Condo/Co-op
2016-12-31,1243.7707641196,Beacon Hill,Condo/Co-op
2016-12-31,576.49247375667,South Boston,Three Bedrooms
2016-12-31,496.60759397497,Brighton,Condo/Co-op
2016-12-31,1273.9259889409,Back Bay,Two Bedrooms
2016-12-31,907.69230769231,North End,Condo/Co-op
2016-12-31,432.17511442205,Jamaica Plain,Condo/Co-op
2016-12-31,499.88888888889,East Boston,Condo/Co-op
2016-12-31,459.23632610939,North Dorchester,Condo/Co-op
2016-12-31,970.49689440994,South End,Two Bedrooms
2017-01-31,402.71366529185,Jamaica Plain,Three Bedrooms
2017-01-31,643.6170212766,South Boston,Condo/Co-op
2017-01-31,998.46272098386,South End,Condo/Co-op
2017-01-31,524.08759124088,Brighton,Condo/Co-op
2017-01-31,1377.8801843318,Back Bay,Two Bedrooms
2017-01-31,367.09894768718,West Roxbury,Single-Family Residence
2017-01-31,1176.0966306421,Downtown,Condo/Co-op
2017-01-31,679.50624001,Charlestown,Condo/Co-op
2017-01-31,576.06263982103,South Boston,Three Bedrooms
2017-01-31,1150.1877346683,Chinatown,Condo/Co-op
2017-01-31,1005.5970149254,South End,Condo/Co-op
2017-01-31,184.28910389311,South Dorchester,Five Or More Bedrooms
2017-01-31,926.80412371134,South End,Two Bedrooms
2017-01-31,449.31335830212,Jamaica Plain,Condo/Co-op
2017-01-31,184.69289827255,South Dorchester,Duplex/Triplex
2017-01-31,457.0466868854,East Boston,Two Bedrooms
2017-01-31,639.38491048593,South Boston,Two Bedrooms
2017-01-31,299.46112394149,Roxbury,Condo/Co-op
2017-01-31,679.40354147251,Charlestown,Condo/Co-op
2017-01-31,451.5756302521,East Boston,Two Bedrooms
2017-01-31,639.38491048593,South Boston,Two Bedrooms
2017-01-31,1340.4255319149,Back Bay,Two Bedrooms
2017-01-31,643.6170212766,South Boston,Condo/Co-op
2017-01-31,305.5,Roxbury,Condo/Co-op
2017-01-31,417.98567849404,North Dorchester,Condo/Co-op
2017-01-31,1320.5395633431,Back Bay,Condo/Co-op
2017-01-31,568.88431446587,South Boston,Three Bedrooms
2017-01-31,770.70509406621,South Boston,One Bedroom
2017-01-31,446.54323895377,Jamaica Plain,Condo/Co-op
2017-01-31,523.9485575252,Brighton,Condo/Co-op
2017-01-31,460.7250755287,East Boston,Condo/Co-op
2017-01-31,904.6398046398,North End,Condo/Co-op
2017-01-31,1349.5007918474,Back Bay,Condo/Co-op
2017-01-31,459.67741935484,East Boston,Condo/Co-op
2017-01-31,889.9430740038,South End,Two Bedrooms
2017-01-31,770.70509406621,South Boston,One Bedroom
2017-01-31,1331.6023738872,Beacon Hill,Condo/Co-op
2017-01-31,904.6398046398,North End,Condo/Co-op
2017-01-31,406.28385698808,North Dorchester,Condo/Co-op
2017-02-28,1144.4356748224,Chinatown,Condo/Co-op
2017-02-28,284.31985294118,Roxbury,Condo/Co-op
2017-02-28,194.2912747324,South Dorchester,Five Or More Bedrooms
2017-02-28,1250.0,Back Bay,Condo/Co-op
2017-02-28,907.13104862447,North End,Condo/Co-op
2017-02-28,624.875,South Boston,Two Bedrooms
2017-02-28,465.4256808467,Jamaica Plain,Condo/Co-op
2017-02-28,278.39954688891,Roxbury,Condo/Co-op
2017-02-28,473.62020730141,East Boston,Condo/Co-op
2017-02-28,1220.6572769953,Back Bay,Two Bedrooms
2017-02-28,467.28260869565,East Boston,Two Bedrooms
2017-02-28,1338.3079254881,Beacon Hill,Condo/Co-op
2017-02-28,665.943270764,Charlestown,Condo/Co-op
2017-02-28,635.47131795795,South Boston,Two Bedrooms
2017-02-28,584.21052631579,South Boston,Three Bedrooms
2017-02-28,907.13104862447,North End,Condo/Co-op
2017-02-28,760.75268817204,South Boston,One Bedroom
2017-02-28,1176.0966306421,Downtown,Condo/Co-op
2017-02-28,409.21459648664,North Dorchester,Condo/Co-op
2017-02-28,998.87133182844,South End,Condo/Co-op
2017-02-28,376.09082881923,West Roxbury,Single-Family Residence
2017-02-28,646.95359438401,South Boston,Condo/Co-op
2017-02-28,1250.0,Back Bay,Two Bedrooms
2017-02-28,1288.96882494,Back Bay,Condo/Co-op
2017-02-28,397.85972032033,Jamaica Plain,Three Bedrooms
2017-02-28,182.89871970736,South Dorchester,Duplex/Triplex
2017-02-28,472.3865877712,Jamaica Plain,Condo/Co-op
2017-02-28,452.22039473684,East Boston,Two Bedrooms
2017-02-28,480.97251585624,East Boston,Condo/Co-op
2017-02-28,593.83815887157,South Boston,Three Bedrooms
2017-02-28,516.68571428571,Brighton,Condo/Co-op
2017-02-28,763.84364820847,South Boston,One Bedroom
2017-02-28,667.59517177345,Charlestown,Condo/Co-op
2017-02-28,517.5,Brighton,Condo/Co-op
2017-02-28,1011.3636363636,South End,Condo/Co-op
2017-02-28,646.95359438401,South Boston,Condo/Co-op
2017-02-28,422.60998376623,North Dorchester,Condo/Co-op
2017-02-28,976.51515151515,South End,Two Bedrooms
2017-02-28,970.49689440994,South End,Two Bedrooms
2017-03-31,498.94818043448,East Boston,Condo/Co-op
2017-03-31,584.86388384755,South Boston,Three Bedrooms
2017-03-31,1245.251396648,Back Bay,Two Bedrooms
2017-03-31,367.64705882353,West Roxbury,Single-Family Residence
2017-03-31,941.02054340623,South End,Two Bedrooms
2017-03-31,596.91907943578,South Boston,Three Bedrooms
2017-03-31,473.15789473684,Jamaica Plain,Condo/Co-op
2017-03-31,667.59517177345,Charlestown,Condo/Co-op
2017-03-31,805.57718242839,South Boston,One Bedroom
2017-03-31,499.89009661836,East Boston,Condo/Co-op
2017-03-31,690.62330142975,South Boston,Condo/Co-op
2017-03-31,1243.6440677966,Back Bay,Condo/Co-op
2017-03-31,493.68421052632,East Boston,Two Bedrooms
2017-03-31,527.27272727273,Brighton,Condo/Co-op
2017-03-31,1167.3723236888,Downtown,Condo/Co-op
2017-03-31,770.0488997555,South Boston,One Bedroom
2017-03-31,495.2,Jamaica Plain,Two Bedrooms
2017-03-31,944.70919580556,South End,Two Bedrooms
2017-03-31,667.59517177345,Charlestown,Condo/Co-op
2017-03-31,210.57724160337,South Dorchester,Five Or More Bedrooms
2017-03-31,889.16811789634,North End,Condo/Co-op
2017-03-31,677.577589307,South Boston,Two Bedrooms
2017-03-31,690.62330142975,South Boston,Condo/Co-op
2017-03-31,982.51366120219,South End,Condo/Co-op
2017-03-31,499.88888888889,East Boston,Two Bedrooms
2017-03-31,676.63656884876,South Boston,Two Bedrooms
2017-03-31,284.31985294118,Roxbury,Condo/Co-op
2017-03-31,429.28348909657,North Dorchester,Condo/Co-op
2017-03-31,1231.43286989,Back Bay,Two Bedrooms
2017-03-31,309.30217051534,Roxbury,Condo/Co-op
2017-03-31,431.01342596422,North Dorchester,Condo/Co-op
2017-03-31,202.17953197513,South Dorchester,Duplex/Triplex
2017-03-31,475.24484773401,Jamaica Plain,Condo/Co-op
2017-03-31,889.16811789634,North End,Condo/Co-op
2017-03-31,450.5376344086,Jamaica Plain,Three Bedrooms
2017-03-31,495.37070063694,Jamaica Plain,Two Bedrooms
2017-03-31,986.28257887517,South End,Condo/Co-op
2017-03-31,1228.6885245902,Back Bay,Condo/Co-op
2017-03-31,1133.007100003,Chinatown,Condo/Co-op
2017-03-31,1156.2616589976,Beacon Hill,Condo/Co-op
2017-03-31,526.55626027719,Brighton,Condo/Co-op
2017-04-30,973.64401776318,South End,Condo/Co-op
2017-04-30,495.54140127389,Jamaica Plain,Two Bedrooms
2017-04-30,471.76239045403,Jamaica Plain,Condo/Co-op
2017-04-30,299.3227762487,Roxbury,Condo/Co-op
2017-04-30,667.59517177345,Charlestown,Condo/Co-op
2017-04-30,482.83467579802,East Boston,Condo/Co-op
2017-04-30,389.60819451798,South Dorchester,Condo/Co-op
2017-04-30,342.48927038627,South Dorchester,Three Bedrooms
2017-04-30,474.97949138638,Jamaica Plain,Condo/Co-op
2017-04-30,886.48538309251,North End,Condo/Co-op
2017-04-30,666.07606689938,Charlestown,Condo/Co-op
2017-04-30,964.0350877193,South End,Two Bedrooms
2017-04-30,332.70256472102,Roxbury,Condo/Co-op
2017-04-30,673.54528470146,South Boston,Two Bedrooms
2017-04-30,704.07649723201,South Boston,Condo/Co-op
2017-04-30,833.04295448556,South Boston,One Bedroom
2017-04-30,495.467369666,Jamaica Plain,Two Bedrooms
2017-04-30,1061.7276593518,Downtown,Condo/Co-op
2017-04-30,1246.0707269155,Chinatown,Condo/Co-op
2017-04-30,486.40226837531,East Boston,Two Bedrooms
2017-04-30,479.00057441553,East Boston,Condo/Co-op
2017-04-30,1123.4567901235,Back Bay,Two Bedrooms
2017-04-30,1112.6352571347,Beacon Hill,Condo/Co-op
2017-04-30,531.66666666667,Brighton,Condo/Co-op
2017-04-30,192.30733618234,South Dorchester,Duplex/Triplex
2017-04-30,1180.5555555556,Back Bay,Condo/Co-op
2017-04-30,1123.4567901235,Back Bay,Two Bedrooms
2017-04-30,529.4696969697,Brighton,Condo/Co-op
2017-04-30,885.26211671612,North End,Condo/Co-op
2017-04-30,704.07649723201,South Boston,Condo/Co-op
2017-04-30,448.50187265918,North Dorchester,Condo/Co-op
2017-04-30,890.80459770115,South Boston,One Bedroom
2017-04-30,620.71428571429,South Boston,Three Bedrooms
2017-04-30,342.48927038627,South Dorchester,Three Bedrooms
2017-04-30,673.54528470146,South Boston,Two Bedrooms
2017-04-30,660.59322033898,South Boston,Three Bedrooms
2017-04-30,375.17730496454,West Roxbury,Single-Family Residence
2017-04-30,216.33333333333,South Dorchester,Five Or More Bedrooms
2017-04-30,448.50187265918,North Dorchester,Condo/Co-op
2017-04-30,1061.7276593518,Downtown,Condo/Co-op
2017-04-30,444.66403162055,Jamaica Plain,Three Bedrooms
2017-04-30,975.57997557998,South End,Condo/Co-op
2017-04-30,499.88888888889,East Boston,Two Bedrooms
2017-04-30,953.80416761407,South End,Two Bedrooms
2017-04-30,1214.836835219,Back Bay,Condo/Co-op
2017-04-30,292.45354207457,Roxbury,Three Bedrooms
2017-04-30,378.55088411548,South Dorchester,Condo/Co-op
2017-05-31,1183.9762611276,Back Bay,Condo/Co-op
2017-05-31,842.57222914072,South Boston,One Bedroom
2017-05-31,662.82276657061,Charlestown,Condo/Co-op
2017-05-31,682.67419962335,South Boston,Two Bedrooms
2017-05-31,975.88522588523,South End,Condo/Co-op
2017-05-31,709.48961467358,South Boston,Condo/Co-op
2017-05-31,1060.4081632653,Downtown,Condo/Co-op
2017-05-31,532.16911764706,Brighton,Condo/Co-op
2017-05-31,194.79674796748,South Dorchester,Duplex/Triplex
2017-05-31,909.61120640366,North End,Condo/Co-op
2017-05-31,433.53605560382,North Dorchester,Condo/Co-op
2017-05-31,616.31617113851,South Boston,Three Bedrooms
2017-05-31,433.53605560382,North Dorchester,Condo/Co-op
2017-05-31,1060.4081632653,Downtown,Condo/Co-op
2017-05-31,953.99305555556,South End,Two Bedrooms
2017-05-31,367.2,South Dorchester,Condo/Co-op
2017-05-31,1130.017452007,Back Bay,Two Bedrooms
2017-05-31,1163.212337346,Back Bay,Condo/Co-op
2017-05-31,468.50984067479,Jamaica Plain,Two Bedrooms
2017-05-31,464.18604651163,Jamaica Plain,Condo/Co-op
2017-05-31,909.61120640366,North End,Condo/Co-op
2017-05-31,332.16476774759,South Dorchester,Three Bedrooms
2017-05-31,344.23148148148,Roxbury,Condo/Co-op
2017-05-31,489.04109589041,East Boston,Two Bedrooms
2017-05-31,791.88118811881,South Boston,One Bedroom
2017-05-31,1085.4913916786,Beacon Hill,Condo/Co-op
2017-05-31,306.91964285714,Roxbury,Three Bedrooms
2017-05-31,488.97947884481,East Boston,Condo/Co-op
2017-05-31,391.25560538117,South Dorchester,Condo/Co-op
2017-05-31,466.24795283328,Jamaica Plain,Condo/Co-op
2017-05-31,528.86411153918,Brighton,Condo/Co-op
2017-05-31,464.18604651163,Jamaica Plain,Two Bedrooms
2017-05-31,960.84490542317,South End,Two Bedrooms
2017-05-31,309.50701906869,Roxbury,Three Bedrooms
2017-05-31,609.36290484636,South Boston,Three Bedrooms
2017-05-31,684.64351005485,South Boston,Two Bedrooms
2017-05-31,216.33333333333,South Dorchester,Five Or More Bedrooms
2017-05-31,489.13764510779,East Boston,Condo/Co-op
2017-05-31,329.87627365357,Roxbury,Condo/Co-op
2017-05-31,1130.017452007,Back Bay,Two Bedrooms
2017-05-31,450.5376344086,Jamaica Plain,Three Bedrooms
2017-05-31,709.59147424512,South Boston,Condo/Co-op
2017-05-31,985.73806054183,South End,Condo/Co-op
2017-05-31,662.82276657061,Charlestown,Condo/Co-op
2017-05-31,401.68721609345,West Roxbury,Single-Family Residence
2017-05-31,1217.409235361,Chinatown,Condo/Co-op
2017-05-31,489.04109589041,East Boston,Two Bedrooms
2017-05-31,359.98795036984,South Dorchester,Three Bedrooms
2017-06-30,612.260625,South Boston,Three Bedrooms
2017-06-30,269.83686829013,Roxbury,Three Bedrooms
2017-06-30,326.4192139738,Roxbury,Condo/Co-op
2017-06-30,347.917940565,South Dorchester,Three Bedrooms
2017-06-30,988.13447593935,South End,Two Bedrooms
2017-06-30,718.68823000898,South Boston,Condo/Co-op
2017-06-30,455.12045914737,North Dorchester,Condo/Co-op
2017-06-30,499.89130434783,East Boston,Two Bedrooms
2017-06-30,452.57603546741,North Dorchester,Condo/Co-op
2017-06-30,450.98673954601,Jamaica Plain,Condo/Co-op
2017-06-30,447.50762970498,Jamaica Plain,Condo/Co-op
2017-06-30,379.59183673469,South Dorchester,Condo/Co-op
2017-06-30,269.83686829013,Roxbury,Three Bedrooms
2017-06-30,281.08333333333,Roxbury,Condo/Co-op
2017-06-30,991.86202338773,South End,Condo/Co-op
2017-06-30,457.96829029094,Jamaica Plain,Two Bedrooms
2017-06-30,672.82850030276,Charlestown,Condo/Co-op
2017-06-30,1134.1463414634,Beacon Hill,Condo/Co-op
2017-06-30,1080.4632173592,Downtown,Condo/Co-op
2017-06-30,972.92348293562,South End,Two Bedrooms
2017-06-30,218.07785595446,South Dorchester,Five Or More Bedrooms
2017-06-30,900.4597687018,North End,Condo/Co-op
2017-06-30,1080.4632173592,Downtown,Condo/Co-op
2017-06-30,814.22638664974,South Boston,One Bedroom
2017-06-30,499.89130434783,East Boston,Two Bedrooms
2017-06-30,499.89130434783,East Boston,Condo/Co-op
2017-06-30,718.89632107023,South Boston,Condo/Co-op
2017-06-30,991.86202338773,South End,Condo/Co-op
2017-06-30,556.53199580047,Brighton,Condo/Co-op
2017-06-30,853.53946297803,South Boston,One Bedroom
2017-06-30,1151.4403292181,Back Bay,Two Bedrooms
2017-06-30,330.55555555556,South Dorchester,Three Bedrooms
2017-06-30,700.48152873769,South Boston,Two Bedrooms
2017-06-30,705.79915134371,South Boston,Two Bedrooms
2017-06-30,503.09677419355,East Boston,Condo/Co-op
2017-06-30,1185.873605948,Back Bay,Condo/Co-op
2017-06-30,556.53199580047,Brighton,Condo/Co-op
2017-06-30,457.02001851625,Jamaica Plain,Two Bedrooms
2017-06-30,202.91345099755,South Dorchester,Duplex/Triplex
2017-06-30,671.71717171717,Charlestown,Condo/Co-op
2017-06-30,1151.4403292181,Back Bay,Two Bedrooms
2017-06-30,392.54807692308,West Roxbury,Single-Family Residence
2017-06-30,900.4597687018,North End,Condo/Co-op
2017-06-30,440.79599307291,Jamaica Plain,Three Bedrooms
2017-06-30,612.26088574841,South Boston,Three Bedrooms
2017-06-30,1175.6829137654,Back Bay,Condo/Co-op
2017-06-30,1207.751015958,Chinatown,Condo/Co-op
2017-06-30,358.46534584356,South Dorchester,Condo/Co-op
2017-07-31,1163.5616214917,Back Bay,Two Bedrooms
2017-07-31,994.97487437186,South End,Two Bedrooms
2017-07-31,522.95081967213,East Boston,Condo/Co-op
2017-07-31,468.06790622474,North Dorchester,Condo/Co-op
2017-07-31,553.02065011149,Brighton,Condo/Co-op
2017-07-31,388.50715746421,West Roxbury,Single-Family Residence
2017-07-31,558.25242718447,Brighton,Condo/Co-op
2017-07-31,679.59023296146,South Boston,Three Bedrooms
2017-07-31,209.22109675166,South Dorchester,Duplex/Triplex
2017-07-31,995.57522123894,South End,Condo/Co-op
2017-07-31,917.49644381223,North End,Condo/Co-op
2017-07-31,268.2535349568,Roxbury,Three Bedrooms
2017-07-31,456.81581685744,North Dorchester,Condo/Co-op
2017-07-31,674.92120666366,South Boston,Three Bedrooms
2017-07-31,1143.4426229508,Back Bay,Two Bedrooms
2017-07-31,709.79573712256,South Boston,Two Bedrooms
2017-07-31,1050.5464480874,Downtown,Condo/Co-op
2017-07-31,534.24588622473,East Boston,Two Bedrooms
2017-07-31,1187.4611834696,Back Bay,Condo/Co-op
2017-07-31,1175.6829137654,Back Bay,Condo/Co-op
2017-07-31,465.88640469738,Jamaica Plain,Three Bedrooms
2017-07-31,349.12689173457,South Dorchester,Condo/Co-op
2017-07-31,457.02001851625,Jamaica Plain,Two Bedrooms
2017-07-31,324.66379038198,South Dorchester,Three Bedrooms
2017-07-31,523.43850143994,East Boston,Condo/Co-op
2017-07-31,709.32432432432,South Boston,Two Bedrooms
2017-07-31,268.2535349568,Roxbury,Three Bedrooms
2017-07-31,797.42331288344,South Boston,One Bedroom
2017-07-31,674.77477477477,Charlestown,Condo/Co-op
2017-07-31,995.60117302053,South End,Condo/Co-op
2017-07-31,718.28358208955,South Boston,Condo/Co-op
2017-07-31,285.59027777778,South Dorchester,Three Bedrooms
2017-07-31,1190.6225980015,Chinatown,Condo/Co-op
2017-07-31,788.24654016265,South Boston,One Bedroom
2017-07-31,1156.1940966011,Beacon Hill,Condo/Co-op
2017-07-31,527.37875959345,East Boston,Two Bedrooms
2017-07-31,208.89952972507,South Dorchester,Five Or More Bedrooms
2017-07-31,675.38461538462,Charlestown,Condo/Co-op
2017-07-31,457.55148741419,Jamaica Plain,Two Bedrooms
2017-07-31,297.77875243665,Roxbury,Condo/Co-op
2017-07-31,379.42955920484,South Dorchester,Condo/Co-op
2017-07-31,457.55148741419,Jamaica Plain,Condo/Co-op
2017-07-31,1044.0148572432,Downtown,Condo/Co-op
2017-07-31,457.55148741419,Jamaica Plain,Condo/Co-op
2017-07-31,917.49644381223,North End,Condo/Co-op
2017-07-31,995.17262237112,South End,Two Bedrooms
2017-07-31,331.92597900842,Roxbury,Condo/Co-op
2017-07-31,718.23694029851,South Boston,Condo/Co-op
2017-08-31,396.63865546218,West Roxbury,Single-Family Residence
2017-08-31,1200.6928406466,Back Bay,Condo/Co-op
2017-08-31,568.36734693878,East Boston,Condo/Co-op
2017-08-31,572.90754585663,East Boston,Two Bedrooms
2017-08-31,1187.8545746333,Chinatown,Condo/Co-op
2017-08-31,683.45323741007,Charlestown,Condo/Co-op
2017-08-31,220.3431372549,South Dorchester,Five Or More Bedrooms
2017-08-31,1017.6272540967,Downtown,Condo/Co-op
2017-08-31,449.06571523399,North Dorchester,Condo/Co-op
2017-08-31,316.2031220476,South Dorchester,Three Bedrooms
2017-08-31,715.50517455472,South Boston,Two Bedrooms
2017-08-31,532.27080322114,Brighton,Condo/Co-op
2017-08-31,532.27080322114,Brighton,Condo/Co-op
2017-08-31,293.1857727088,Roxbury,Condo/Co-op
2017-08-31,1025.641025641,South End,Condo/Co-op
2017-08-31,364.2936596218,South Dorchester,Condo/Co-op
2017-08-31,577.86977986055,East Boston,Two Bedrooms
2017-08-31,1022.9007633588,South End,Condo/Co-op
2017-08-31,719.98199819982,South Boston,Two Bedrooms
2017-08-31,917.58241758242,South Boston,One Bedroom
2017-08-31,1175.6829137654,Back Bay,Two Bedrooms
2017-08-31,683.45323741007,Charlestown,Condo/Co-op
2017-08-31,302.1978021978,Roxbury,Three Bedrooms
2017-08-31,292.55050505051,South Dorchester,Three Bedrooms
2017-08-31,388.65979381443,South Dorchester,Condo/Co-op
2017-08-31,568.36734693878,East Boston,Condo/Co-op
2017-08-31,459.86779981114,Jamaica Plain,Condo/Co-op
2017-08-31,458.87954993547,Jamaica Plain,Two Bedrooms
2017-08-31,1206.0957445105,Back Bay,Condo/Co-op
2017-08-31,742.27799227799,South Boston,Condo/Co-op
2017-08-31,1122.1830985916,Beacon Hill,Condo/Co-op
2017-08-31,420.60207489431,Jamaica Plain,Three Bedrooms
2017-08-31,916.40199877194,South Boston,One Bedroom
2017-08-31,1000.0,North End,Condo/Co-op
2017-08-31,212.29881196986,South Dorchester,Duplex/Triplex
2017-08-31,302.1978021978,Roxbury,Three Bedrooms
2017-08-31,447.82608695652,North Dorchester,Condo/Co-op
2017-08-31,998.67724867725,South End,Two Bedrooms
2017-08-31,674.92120666366,South Boston,Three Bedrooms
2017-08-31,1190.5956112853,Back Bay,Two Bedrooms
2017-08-31,315.49019790367,Roxbury,Condo/Co-op
2017-08-31,1008.0808080808,South End,Two Bedrooms
2017-08-31,465.19014845757,Jamaica Plain,Two Bedrooms
2017-08-31,458.70964361266,Jamaica Plain,Condo/Co-op
2017-08-31,744.04614986807,South Boston,Condo/Co-op
2017-08-31,674.92120666366,South Boston,Three Bedrooms
2017-08-31,996.19289340101,North End,Condo/Co-op
2017-08-31,1036.0635696822,Downtown,Condo/Co-op
2017-09-30,383.72093023256,South Dorchester,Condo/Co-op
2017-09-30,694.36315803892,South Boston,Three Bedrooms
2017-09-30,1188.2346086166,Back Bay,Two Bedrooms
2017-09-30,1349.81886089,Back Bay,Three Bedrooms
2017-09-30,1000.6682258603,South End,Condo/Co-op
2017-09-30,391.64625937179,West Roxbury,Single-Family Residence
2017-09-30,215.51724137931,South Dorchester,Five Or More Bedrooms
2017-09-30,923.77260981912,South Boston,One Bedroom
2017-09-30,1336.4779874214,Back Bay,Three Bedrooms
2017-09-30,996.77360815693,South End,Two Bedrooms
2017-09-30,204.82209737828,South Dorchester,Duplex/Triplex
2017-09-30,1225.2830374027,Back Bay,Two Bedrooms
2017-09-30,528.84615384615,Brighton,Condo/Co-op
2017-09-30,773.96373056995,South Boston,Condo/Co-op
2017-09-30,1190.8548707754,Beacon Hill,Condo/Co-op
2017-09-30,383.06848750434,South Dorchester,Condo/Co-op
2017-09-30,332.8561202577,South Dorchester,Three Bedrooms
2017-09-30,753.41024020228,South Boston,Two Bedrooms
2017-09-30,996.51162790698,South End,Condo/Co-op
2017-09-30,528.84615384615,Brighton,Condo/Co-op
2017-09-30,706.98835274542,Charlestown,Condo/Co-op
2017-09-30,751.10619469027,South Boston,Two Bedrooms
2017-09-30,316.63962710474,South Dorchester,Three Bedrooms
2017-09-30,1271.0144927536,Back Bay,Condo/Co-op
2017-09-30,990.66646860765,South End,Two Bedrooms
2017-09-30,1251.0460251046,Back Bay,Condo/Co-op
2017-09-30,504.24501424501,East Boston,Two Bedrooms
2017-09-30,1170.2292260457,Chinatown,Condo/Co-op
2017-09-30,305.58151952616,Roxbury,Three Bedrooms
2017-09-30,1028.0373831776,North End,Condo/Co-op
2017-09-30,473.81612331849,North Dorchester,Condo/Co-op
2017-09-30,432.35930735931,Jamaica Plain,Three Bedrooms
2017-09-30,693.67283950617,South Boston,Three Bedrooms
2017-09-30,499.23076923077,East Boston,Condo/Co-op
2017-09-30,486.63716814159,Jamaica Plain,Two Bedrooms
2017-09-30,303.63771343727,Roxbury,Condo/Co-op
2017-09-30,1070.5289672544,Downtown,Condo/Co-op
2017-09-30,509.25925925926,East Boston,Two Bedrooms
2017-09-30,468.90243902439,Jamaica Plain,Condo/Co-op
2017-09-30,1070.5289672544,Downtown,Condo/Co-op
2017-09-30,472.98578199052,North Dorchester,Condo/Co-op
2017-09-30,711.95571483425,Charlestown,Condo/Co-op
2017-09-30,1033.3096196388,North End,Condo/Co-op
2017-09-30,923.77260981912,South Boston,One Bedroom
2017-09-30,773.96373056995,South Boston,Condo/Co-op
2017-09-30,469.14509706322,Jamaica Plain,Condo/Co-op
2017-09-30,307.52532561505,Roxbury,Three Bedrooms
2017-09-30,490.23657941192,Jamaica Plain,Two Bedrooms
2017-09-30,509.25925925926,East Boston,Condo/Co-op
2017-09-30,330.9391381474,Roxbury,Condo/Co-op
2017-10-31,1194.8955916473,Beacon Hill,Condo/Co-op
2017-10-31,441.70601004715,North Dorchester,Condo/Co-op
2017-10-31,1191.4622625595,Back Bay,Two Bedrooms
2017-10-31,441.70601004715,North Dorchester,Condo/Co-op
2017-10-31,696.41664363368,South Boston,Three Bedrooms
2017-10-31,499.77822281561,Jamaica Plain,Two Bedrooms
2017-10-31,913.86078998073,South Boston,One Bedroom
2017-10-31,340.26132133995,South Dorchester,Three Bedrooms
2017-10-31,380.36061026352,South Dorchester,Condo/Co-op
2017-10-31,1190.5956112853,Back Bay,Two Bedrooms
2017-10-31,706.98835274542,Charlestown,Condo/Co-op
2017-10-31,948.9619550615,North End,Condo/Co-op
2017-10-31,336.49038461538,South Dorchester,Three Bedrooms
2017-10-31,1091.1016168883,Downtown,Condo/Co-op
2017-10-31,379.26675094817,Roxbury,Condo/Co-op
2017-10-31,1338.0898790788,Back Bay,Three Bedrooms
2017-10-31,1091.1016168883,Downtown,Condo/Co-op
2017-10-31,210.17267267267,South Dorchester,Duplex/Triplex
2017-10-31,494.40973118353,East Boston,Condo/Co-op
2017-10-31,1189.904188614,Chinatown,Condo/Co-op
2017-10-31,213.14522494081,South Dorchester,Five Or More Bedrooms
2017-10-31,928.12887236679,North End,Condo/Co-op
2017-10-31,1197.7263499797,Back Bay,Condo/Co-op
2017-10-31,378.04621848739,South Dorchester,Condo/Co-op
